Отметка времени,Ви працюєте зараз в ІТ?,Де ви мешкаєте?,Де ви працюєте?,Ваша стать,Ваш вік,Яка у вас освіта?,Вкажіть заклад вищої освіти,Знання англійської мови,Оберіть вашу посаду,Ваш тайтл,Вкажіть вашу спеціалізацію,Основна мова програмування,Інші мови програмування,"Фреймворки, бібліотеки та платформи","Платформи, для яких розробляєте на поточному місці роботи?",Ваш тайтл_1,Вкажіть вашу спеціалізацію_2,Яку мову програмування використовуєте у роботі?,Оберіть вашу посаду_3,Ваш тайтл_4,Ваша посада,Ваш тайтл_5,Оберіть вашу посаду_6,Ваш тайтл_7,Ваша посада_8,Ваш тайтл_9,Ваша посада_10,Ваш тайтл_11,Ваша посада_12,Ваш тайтл_13,Ваша посада_14,Ваш тайтл_15,Ваша посада_16,В якій сфері працюєте?,Тип компанії,Кількість спеціалістів у вашій компанії (в Україні),Загальний стаж роботи за спеціальністю,Стаж на поточному місці роботи,У скількох компаніях встигли попрацювати за час ІТ-кар'єри?,"Зарплата у $$$ за місяць, лише ставка після сплати податків",Наскільки змінилась ваша зарплата за останні 12 місяців?,Чи отримуєте ви грошові бонуси до зарплати?,Вкажіть суму цього бонуса у $$$ після податків
21/12/2020 10:49,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Чоловік,35,Вища,ВНУ ім. Даля,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Back-end,Scala,Java,"Apache Spark, Hadoop",Web,,,,,,,,,,,,,,,,,,,"Adtech, Big Data, High Load Systems",Стартап,до 50,10 і більше років,2 роки,8 і більше,7000,1300,"Ні, не отримую",
22/12/2020 19:05,"Так, працюю full-time",Вінниця,Віддалено,Чоловік,30,Середня,,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Full-stack,JavaScript,"Go, SQL, TypeScript","Node.js, React.js",Web,,,,,,,,,,,,,,,,,,,"E-commerce, ERP",Аутсорсингова,до 1000,7 років,Менше як 3 місяці,03-Apr,7000,3500,"Ні, не отримую",
28/12/2020 19:44,"Так, працюю full-time",Львів,"Частково віддалено, частково в офісі",Чоловік,36,Вища,Інший виш,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Full-stack,C++,C,Unreal Engine,"Desktop, Інша",,,,,,,,,,,,,,,,,,,GameDev,Аутсорсингова,до 1000,10 і більше років,Менше як 3 місяці,05-Jul,7000,1000,"Ні, не отримую",
01/01/2021 12:30,"Так, працюю full-time",Львів,"Частково віддалено, частково в офісі",Чоловік,44,Дві вищих,,Advanced,"Analyst (Business, Data, System)",,,,,,,,,,,,,,,,,,Business Analyst,Senior,,,,,,Medtech,Аутстафінгова,до 1000,10 і більше років,4 роки,03-Apr,5400,2000,Отримую бонус щокварталу,1500
01/01/2021 20:28,"Так, я фрилансер",Київ,Віддалено,Чоловік,45,Вища,ХНУ ім. Каразіна,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Back-end,C#/.NET,JavaScript,".NET, .NET Core, ASP.NET",Web,,,,,,,,,,,,,,,,,,,E-commerce,Аутстафінгова,до 50,10 і більше років,10 і більше років,03-Apr,7000,200,"Ні, не отримую",
07/12/2020 19:16,"Так, працюю full-time",Львів,"Частково віддалено, частково в офісі",Чоловік,26,Вища,НУ «Львівська політехніка»,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Architect,Front-end,JavaScript,"C, C++, Python","Node.js, React.js",Web,,,,,,,,,,,,,,,,,,,"Cloud Computing, E-commerce",Продуктова,до 50,10 і більше років,Пів року,03-Apr,7000,0,"Ні, не отримую",
23/12/2020 15:30,"Так, працюю full-time",Київ,Віддалено,Чоловік,34,Дві вищих,ДонНТУ,Intermediate,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",,,,,,,Junior,Automation QA,C#,,,,,,,,,,,,,,,,Gambling,Аутстафінгова,до 1000,3 роки,1 рік,03-Apr,1600,0,"Ні, не отримую",0
08/12/2020 15:42,"Так, працюю full-time",Київ,Віддалено,Чоловік,34,Вища,ЧНУ ім. Федьковича,Advanced,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",,,,,,,,,,,,,,,,Delivery Manager,Senior,,,,,,,,E-commerce,Стартап,до 50,10 і більше років,1 рік,05-Jul,7500,336,"Ні, не отримую",
12/12/2020 13:50,"Так, працюю full-time",Львів,"Частково віддалено, частково в офісі",Чоловік,33,Вища,ЛНУ ім. Франка,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Architect,Full-stack,Java,JavaScript,"Hadoop, Hibernate, Spring",Web,,,,,,,,,,,,,,,,,,,"Logistics, Інша",Аутсорсингова,понад 1000,10 і більше років,10 і більше років,2,7000,2500,"Ні, не отримую",0
07/12/2020 21:44,"Так, працюю full-time",Івано-Франківськ,Віддалено,Чоловік,23,Вища,Інший виш,Intermediate,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",,,,,,,Intern/Trainee,Automation QA,Java,,,,,,,,,,,,,,,,"Data Science, E-commerce, Інша",Аутсорсингова,понад 1000,Пів року,Менше як 3 місяці,1,500,100,"Ні, не отримую",
14/12/2020 22:36,"Так, працюю full-time",Львів,"Частково віддалено, частково в офісі",Чоловік,38,Середня,ЛНУ ім. Франка,Advanced,"Analyst (Business, Data, System)",,,,,,,,,,,,,,,,,,Business Analyst,Senior,,,,,,"E-commerce, Insurance",Аутсорсингова,до 1000,10 і більше років,1 рік,03-Apr,5300,500,"Ні, не отримую",
15/12/2020 15:05,"Так, працюю full-time",Київ,Віддалено,Чоловік,41,Вища,ДонНУ ім. Василя Стуса,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Architect,Full-stack,JavaScript,"Haskell, Python, TypeScript","Express, Node.js, React.js",Web,,,,,,,,,,,,,,,,,,,E-commerce,Аутстафінгова,понад 1000,4 роки,1 рік,03-Apr,7000,0,"Ні, не отримую",0
15/12/2020 16:45,"Так, працюю full-time",Київ,В офісі,Чоловік,42,Вища,НТУУ «КПІ»,Advanced,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",,,,,,,,,,,,,,,,Delivery Manager,,,,,,,,,"Fintech, GameDev",Аутстафінгова,понад 1000,10 і більше років,1 рік,05-Jul,7350,750,"Ні, не отримую",
30/12/2020 18:05,"Так, працюю full-time",Одеса,Віддалено,Чоловік,38,Вища,Інший виш,Advanced,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Architect,Back-end,Kotlin,"Java, Scala, TypeScript","Apache Spark, Spring","Web, BigData, High Load",,,,,,,,,,,,,,,,,,,"Big Data, Blockchain, Cloud Computing",Аутсорсингова,понад 1000,10 і більше років,9 років,03-Apr,7000,550,Отримую бонус щомісяця,
02/01/2021 21:01,"Так, працюю full-time",Харків,"Частково віддалено, частково в офісі",Чоловік,38,Вища,ХНУРЕ,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Architect,Back-end,PHP,"Delphi, JavaScript, SQL","jQuery, React.js, Symfony",Web,,,,,,,,,,,,,,,,,,,"Edtech, Інша",Продуктова,до 50,10 і більше років,4 роки,05-Jul,7000,1000,"Ні, не отримую",
07/12/2020 10:20,"Так, працюю full-time",Київ,Віддалено,Чоловік,34,Вища,НТУУ «КПІ»,Intermediate,"DevOps, SysAdmin",,,,,,,,,,,,,,,,,,,,,,DevOps Engineer,Middle,,Adtech,Аутстафінгова,до 1000,4 роки,2 роки,03-Apr,3000,0,"Ні, не отримую",
22/12/2020 10:46,"Так, працюю full-time",Одеса,"Частково віддалено, частково в офісі",Чоловік,27,Вища,Інший виш,Intermediate,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",,,,,,,Intern/Trainee,Automation QA,Іншу,,,,,,,,,,,,,,,,E-commerce,Аутсорсингова,до 1000,Менше як 3 місяці,Менше як 3 місяці,1,500,0,"Ні, не отримую",0
07/12/2020 10:20,"Так, працюю full-time",Київ,Віддалено,Чоловік,32,Вища,ХНУРЕ,Upper-Intermediate,Designer,,,,,,,,,,UI/UX Designer,Team Lead,,,,,,,,,,,,,,"Automotive, Geospatial, Logistics",Продуктова,до 50,8 років,1 рік,03-Apr,5500,-500,Отримую бонус щороку,
27/12/2020 21:09,"Так, працюю full-time",Київ,Віддалено,Чоловік,37,Вища,КНУ ім. Шевченка,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Tech Lead,Back-end,Kotlin,Java,Spring,Web,,,,,,,,,,,,,,,,,,,Insurance,Продуктова,до 50,9 років,3 місяці,05-Jul,7000,2500,"Ні, не отримую",
30/12/2020 16:38,"Так, працюю full-time",Київ,Віддалено,Жінка,37,Вища,КНЕУ,Upper-Intermediate,HR,,,,,,,,,,,,,,HR Director,Head,,,,,,,,,,Adtech,Продуктова,до 1000,10 і більше років,Менше як 3 місяці,05-Jul,5000,0,Отримую бонус щороку,5000
12/12/2020 09:31,"Так, працюю full-time",Львів,Віддалено,Чоловік,30,Кандидат наук,НУ «Львівська політехніка»,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Team Lead,Back-end,Java,"C++, JavaScript, SQL","Hibernate, jQuery, Spring","Web, Microcontrollers/Embedded/IoT",,,,,,,,,,,,,,,,,,,"Cloud Computing, Gambling, Logistics",Продуктова,до 1000,10 і більше років,3 роки,03-Apr,7000,500,Отримую бонус щомісяця,800
15/12/2020 20:57,"Так, працюю full-time",Київ,В офісі,Чоловік,36,Вища,НТУУ «КПІ»,Advanced,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Team Lead,Full-stack,C#/.NET,"C#/.NET, JavaScript, SQL",".NET, .NET Core, ASP.NET","Web, Desktop",,,,,,,,,,,,,,,,,,,"Blockchain, Інша",Продуктова,до 10 спеціалістів,10 і більше років,4 роки,2,7000,-3000,"Ні, не отримую",
24/12/2020 09:35,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Чоловік,31,Вища,НТУУ «КПІ»,Intermediate,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",,,,,,,Intern/Trainee,General QA,Не використовую,,,,,,,,,,,,,,,,Hardware,Продуктова,до 10 спеціалістів,Менше як 3 місяці,Менше як 3 місяці,1,500,0,"Ні, не отримую",0
02/01/2021 23:23,"Так, працюю full-time",Київ,Віддалено,Чоловік,32,Вища,Інший виш,Advanced,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Tech Lead,Back-end,Java,"Kotlin, Python","Hibernate, Spring",Web,,,,,,,,,,,,,,,,,,,"Cloud Computing, Logistics",Стартап,до 10 спеціалістів,8 років,Менше як 3 місяці,05-Jul,7000,1500,"Ні, не отримую",
25/12/2020 01:50,"Так, працюю full-time",Київ,Віддалено,Чоловік,24,Вища,КНУ ім. Шевченка,Intermediate,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",,,,,,,Intern/Trainee,Manual QA,Не використовую,,,,,,,,,,,,,,,,"E-commerce, Інша",Аутсорсингова,понад 1000,1 рік,Менше як 3 місяці,2,500,50,"Ні, не отримую",
29/12/2020 15:28,"Так, працюю full-time",Київ,В офісі,Чоловік,34,Дві вищих,,Intermediate,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",,,,,,,Intern/Trainee,Manual QA,Не використовую,,,,,,,,,,,,,,,,E-commerce,Продуктова,до 50,Менше як 3 місяці,Менше як 3 місяці,1,500,0,"Ні, не отримую",
29/12/2020 23:04,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Чоловік,35,Дві вищих,ДонНТУ,Advanced,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Team Lead,Back-end,Scala,"Java, Kotlin","Hadoop, Play, Spring",Web,,,,,,,,,,,,,,,,,,,Big Data,Аутстафінгова,до 10 спеціалістів,10 і більше років,Менше як 3 місяці,05-Jul,7000,1000,"Ні, не отримую",
29/12/2020 11:15,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Чоловік,38,Вища,Інший виш,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Desktop,C++,Python,Qt,Desktop,,,,,,,,,,,,,,,,,,,Medtech,Аутстафінгова,до 200,10 і більше років,3 роки,05-Jul,6950,1000,"Ні, не отримую",
07/12/2020 10:59,"Так, працюю full-time",Харків,Віддалено,Чоловік,36,Вища,НТУ «ХПІ»,Advanced,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Tech Lead,Back-end,Kotlin,"Java, JavaScript, Scala",Vert.x,"Microcontrollers/Embedded/IoT, Інша",,,,,,,,,,,,,,,,,,,"Fintech, High Load Systems, Internet of Things",Стартап,Лише я,10 і більше років,2 роки,05-Jul,6900,0,"Ні, не отримую",0
15/12/2020 10:53,"Так, працюю full-time",Дніпро,Віддалено,Чоловік,31,Вища,ДНУ ім. Гончара,Advanced,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Architect,Back-end,C#/.NET,"C#/.NET, TypeScript",".NET, .NET Core, Angular/Angular.js",Web,,,,,,,,,,,,,,,,,,,"Automotive, Manufacturing, Telecom",Аутсорсингова,понад 1000,10 і більше років,2 роки,03-Apr,6900,0,"Ні, не отримую",0
30/12/2020 19:10,"Так, працюю full-time",Київ,Віддалено,Чоловік,29,Вища,КНУТД,Intermediate,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",,,,,,,Junior,Manual QA,Не використовую,,,,,,,,,,,,,,,,Fintech,Аутсорсингова,понад 1000,3 роки,2 роки,2,1600,1000,"Ні, не отримую",
23/12/2020 11:56,"Так, працюю full-time",Київ,В офісі,Чоловік,29,Вища,КНУ ім. Шевченка,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Tech Lead,Mobile,Swift,"C, Objective-C, Python",,Mobile iOS,,,,,,,,,,,,,,,,,,,"Edtech, Mobile, Інша",Продуктова,до 1000,10 і більше років,2 роки,05-Jul,6825,830,"Отримую бонус за гарні показники роботи, але нерегулярно",1500
30/12/2020 15:16,"Так, працюю full-time",Київ,Віддалено,Чоловік,25,Середня,,Advanced,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Front-end,TypeScript,"JavaScript, TypeScript",React.js,"Web, Desktop, Mobile cross-platform",,,,,,,,,,,,,,,,,,,"GameDev, High Load Systems, Travel",Продуктова,до 10 спеціалістів,5 років,Менше як 3 місяці,05-Jul,6800,2000,"Ні, не отримую",
07/12/2020 19:21,"Так, працюю full-time",Київ,Віддалено,Чоловік,31,Ще студент,Інший виш,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Tech Lead,Front-end,TypeScript,JavaScript,"Express, Node.js, React.js",Web,,,,,,,,,,,,,,,,,,,Інша,Стартап,до 50,10 і більше років,2 роки,05-Jul,6800,0,Отримую бонус щомісяця,3000
