Timestamp,Ваша основна зайнятість в ІТ зараз...,"Зарплата / дохід у $$$ за місяць, лише ставка 
ЧИСТИМИ - після сплати податків",Оберіть вашу основну посаду,Ваш тайтл на цій посаді,Вкажіть вашу спеціалізацію - Game Design,Вкажіть вашу спеціалізацію - Sound,Вкажіть вашу спеціалізацію - QA,Оберіть вашу посаду - Design,GameDev розробники - оберіть вашу спеціалізацію,Ваша посада - Marketing,Оберіть вашу посаду - HR,Ваша посада - PM,Ваша посада - Analyst,Ваша посада - DS,Ваша посада - DevOps,Ваша посада - Top management,Ваша спеціалізація - Support,Чи використовуєте ви у своїй роботі мови програмування (одну чи декілька)?,Основна мова програмування,Вкажіть вашу основну спеціалізацію,"В якій сфері проєкт, в якому ви зараз працюєте?","Основний напрям роботи компанії, в якій працюєте",Кількість спеціалістів у вашій компанії (в Україні/з України),Загальний стаж роботи за нинішньою ІТ-спеціальністю,Яка у вас освіта?,Знання англійської мови,Де ви зараз живете? ,В якій області ви зараз живете?,Ваша стать,Ваш вік
12/4/2023 9:34:51,Працюю full-time в ІТ-компанії чи ІТ-відділі,3200,"Project/Product/Program/Delivery/Engineering Manager, Product Owner, Producer, Scrum Master",Manager,,,,,,,,Product Manager,,,,,,"Так, використовую",Java,Інше,Telecom,Продуктова,понад 1000,15,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Elementary,В Україні,Київ чи область,Чоловік,40
12/4/2023 9:35:03,Працюю full-time в ІТ-компанії чи ІТ-відділі,3500,Software Engineer / Programmer,Middle,,,,,,,,,,,,,,,TypeScript,Front-end  розробка,Media,Продуктова,до 200,4,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Київ чи область,Чоловік,25
12/4/2023 9:35:11,Працюю full-time в ІТ-компанії чи ІТ-відділі,580,Software Engineer / Programmer,Junior,,,,,,,,,,,,,,,C++,Інше,Robotics,Продуктова,до 1000,0.25,Ще студент вишу,Intermediate,В Україні,Львів чи область,Чоловік,19
12/4/2023 9:36:21,Працюю full-time в ІТ-компанії чи ІТ-відділі,5400,"СTO, Director of Engineering, Program Director, COO, CEO, (co-)founder",Немає тайтлу,,,,,,,,,,,,"CEO, (co-) founder",,"Так, використовую",Python,Back-end  розробка,"E-commerce, Інша",Продуктова,до 50,2,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,"За кордоном, але планую повернутися",,Чоловік,38
12/4/2023 9:36:56,Працюю full-time в ІТ-компанії чи ІТ-відділі,4200,Software Engineer / Programmer,Senior,,,,,,,,,,,,,,,TypeScript,Front-end  розробка,Media,Аутстафінгова,до 200,10,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Чернівці чи область,Чоловік,32
12/4/2023 9:37:05,Працюю full-time в ІТ-компанії чи ІТ-відділі,2830,Software Engineer / Programmer,Middle,,,,,,,,,,,,,,,C,Інше,Telecom,Аутсорсингова,до 200,3,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Житомир чи область,Чоловік,33
12/4/2023 9:37:21,Працюю full-time в ІТ-компанії чи ІТ-відділі,1500,Software Engineer / Programmer,Junior,,,,,,,,,,,,,,,Kotlin,Mobile  розробка,E-commerce,Продуктова,до 200,1.5,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Pre-Intermediate,В Україні,Одеса чи область,Чоловік,22
12/4/2023 9:39:40,Працюю full-time в ІТ-компанії чи ІТ-відділі,6200,Software Engineer / Programmer,Senior,,,,,,,,,,,,,,,C++,Back-end  розробка,Інша,Продуктова,до 200,11,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,"За кордоном, але планую повернутися",,Чоловік,31
12/4/2023 9:40:11,Працюю full-time в ІТ-компанії чи ІТ-відділі,4000,Software Engineer / Programmer,Architect,,,,,,,,,,,,,,,Go,Full Stack розробка,Інша,Продуктова,до 10 спеціалістів,5,Незакінчена вища,Upper-Intermediate,"За кордоном, але планую повернутися",,Чоловік,42
12/4/2023 9:41:05,Працюю full-time в ІТ-компанії чи ІТ-відділі,4200,Software Engineer / Programmer,Senior,,,,,,,,,,,,,,,JavaScript,Front-end  розробка,Logistics,Аутсорсингова,понад 1000,6,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Чоловік,27
12/4/2023 9:41:10,Працюю full-time в ІТ-компанії чи ІТ-відділі,6000,Software Engineer / Programmer,Senior,,,,,Server/Network Programmer,,,,,,,,,,C,Інше,GameDev,Продуктова,до 50,15,Незакінчена вища,Upper-Intermediate,"За кордоном, але планую повернутися",,Чоловік,48
12/4/2023 9:41:59,Працюю full-time в ІТ-компанії чи ІТ-відділі,4500,"Project/Product/Program/Delivery/Engineering Manager, Product Owner, Producer, Scrum Master",Немає тайтлу,,,,,,,,Product Manager,,,,,,"Ні, не використовую",,,Mobile,Продуктова,до 50,3,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Advanced,В Україні,Львів чи область,Чоловік,25
12/4/2023 9:42:08,Працюю full-time в ІТ-компанії чи ІТ-відділі,470,Software Engineer / Programmer,Junior,,,,,,,,,,,,,,,PHP,Back-end  розробка,"E-commerce, Manufacturing",Продуктова,до 50,2,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Pre-Intermediate,В Україні,Дніпро чи область,Чоловік,37
12/4/2023 9:42:11,Працюю full-time в ІТ-компанії чи ІТ-відділі,2300,Software Engineer / Programmer,Middle,,,,,,,,,,,,,,,TypeScript,Front-end  розробка,E-commerce,Аутсорсингова,понад 1000,2,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Івано-Франківськ чи область,Чоловік,30
12/4/2023 9:42:16,Зараз в неоплачуваній відпустці / бенчі в ІТ-компанії,500,Software Engineer / Programmer,Junior,,,,,,,,,,,,,,,Kotlin,Mobile  розробка,"Gambling, Mobile",Продуктова,до 200,1,Незакінчена вища,Pre-Intermediate,В Україні,Київ чи область,Чоловік,38
12/4/2023 9:42:44,"Працював(-ла) в IT, нині на військовій службі",10750,Software Engineer / Programmer,Senior,,,,,,,,,,,,,,,Kotlin,Mobile  розробка,Telecom,Продуктова,до 10 спеціалістів,7,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Advanced,В Україні,Київ чи область,Чоловік,27
12/4/2023 9:42:54,Працюю full-time в ІТ-компанії чи ІТ-відділі,1900,Software Engineer / Programmer,Junior,,,,,,,,,,,,,,,TypeScript,Mobile  розробка,"Edtech / Education, Medtech / Healthcare, Mobile",Аутсорсингова,понад 1000,2,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Київ чи область,Чоловік,38
12/4/2023 9:42:55,Працюю full-time в ІТ-компанії чи ІТ-відділі,5000,Software Engineer / Programmer,Senior,,,,,,,,,,,,,,,Scala,Back-end  розробка,"Automotive, Big Data",Аутстафінгова,понад 1000,6,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Advanced,В Україні,Київ чи область,Чоловік,43
12/4/2023 9:43:45,Працюю full-time в ІТ-компанії чи ІТ-відділі,400,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Junior,,,Automation QA,,,,,,,,,,,"Так, використовую",Java,QA,Insurance,Аутстафінгова,до 1000,1.5,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Чернігів чи область,Чоловік,34
12/4/2023 9:44:44,Працюю full-time в ІТ-компанії чи ІТ-відділі,2200,Software Engineer / Programmer,Middle,,,,,,,,,,,,,,,Python,Back-end  розробка,Medtech / Healthcare,Аутсорсингова,до 1000,3,Незакінчена вища,Upper-Intermediate,В Україні,Львів чи область,Чоловік,19
12/4/2023 9:45:49,Працюю full-time в ІТ-компанії чи ІТ-відділі,1700,Software Engineer / Programmer,Middle,,,,,,,,,,,,,,,TypeScript,Mobile  розробка,Mobile,Аутсорсингова,до 50,3,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Чоловік,26
12/4/2023 9:46:55,Працюю full-time в ІТ-компанії чи ІТ-відділі,2200,Software Engineer / Programmer,Middle,,,,,,,,,,,,,,,PHP,Back-end  розробка,Dating,Продуктова,до 1000,5,Ще студент вишу,Pre-Intermediate,В Україні,Київ чи область,Чоловік,24
12/4/2023 9:47:48,Працюю full-time в ІТ-компанії чи ІТ-відділі,3500,Software Engineer / Programmer,Senior,,,,,,,,,,,,,,,Java,Back-end  розробка,Fintech / Banking / Capital Management,Інша,понад 1000,5,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Жінка,46
12/4/2023 9:48:14,Працюю full-time в ІТ-компанії чи ІТ-відділі,1100,Software Engineer / Programmer,Junior,,,,,,,,,,,,,,,PHP,Full Stack розробка,Edtech / Education,Аутсорсингова,понад 1000,2,Ще студент вишу,Upper-Intermediate,В Україні,Запоріжжя чи область,Чоловік,20
12/4/2023 9:48:49,Працюю full-time в ІТ-компанії чи ІТ-відділі,3000,ERP/CRM,Middle,,,,,,,,,,,,,,"Так, використовую",C# / .NET,Full Stack розробка,"E-commerce, Fintech / Banking / Capital Management, Retail",Продуктова,до 1000,3,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Житомир чи область,Чоловік,22
12/4/2023 9:48:50,Працюю full-time в ІТ-компанії чи ІТ-відділі,1800,Software Engineer / Programmer,Middle,,,,,,,,,,,,,,,JavaScript,Front-end  розробка,Medtech / Healthcare,Аутсорсингова,понад 1000,3,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Advanced,"За кордоном, але планую повернутися",,Жінка,32
