timestamp,Ваша основна зайнятість в ІТ зараз...,"Зарплата / дохід в IT у $$$ за місяць, лише ставка ЧИСТИМИ - після сплати податків",Оберіть ваш тайтл або роль у компанії,Categories,Position,Розробники -  основна спеціалізація,programming_language,"Основний напрям роботи компанії, в якій працюєте",Загальний стаж роботи за нинішньою ІТ-спеціальністю,english_level,Де ви зараз живете?,В якій області ви зараз живете?,male
23/11/2024 06:30,Працюю full-time,800.0,Junior,QA,Automation QA / AQA,,Python,Продуктова,1.0,4,В Україні,Львів чи область,0
23/11/2024 07:12,Працюю full-time,2700.0,Middle,Analyst,BA (Business Analyst),,,Продуктова,4.0,5,В Україні,Львів чи область,0
23/11/2024 07:30,Працюю full-time,1126.0,Middle,QA,General QA,,Java,Державне підприємство / установа,5.0,4,В Україні,Дніпро чи область,0
23/11/2024 07:31,Працюю full-time,2700.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Java,Аутстафінгова,4.0,5,В Україні,Львів чи область,0
23/11/2024 07:39,Працюю full-time,3300.0,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,Kotlin,Продуктова,3.0,5,В Україні,Львів чи область,0
23/11/2024 07:40,Працюю full-time,5000.0,Senior,QA,Automation QA / AQA,,Python,Сервісна (аутсорсингова),7.0,5,В Україні,Чернівці чи область,0
23/11/2024 08:06,Працюю full-time,2300.0,Senior,Analyst,Financial Analyst,,,Продуктова,10.0,6,В Україні,Київ чи область,0
23/11/2024 08:12,Працюю full-time,450.0,Junior,SE,Software Engineer / Software Developer,Front-end  розробка,JavaScript,Сервісна (аутсорсингова),1.0,5,В Україні,Київ чи область,0
23/11/2024 08:13,Працюю full-time,900.0,Junior,SE,Software Engineer / Software Developer,Back-end  розробка,PHP,Сервісна (аутсорсингова),3.0,2,В Україні,Харків чи область,0
23/11/2024 08:13,Працюю full-time,1400.0,Middle,Analyst,Product Analyst,,SQL,Продуктова,3.0,4,В Україні,Київ чи область,0
23/11/2024 08:15,Працюю full-time,4500.0,Senior,Product Mgmt,Product Manager,,SQL,Продуктова,5.0,6,В Україні,Київ чи область,0
23/11/2024 08:17,Працюю full-time,3850.0,Lead/Team Lead,QA,Automation QA / AQA,,C# / .NET,Сервісна (аутсорсингова),4.0,5,В Україні,Дніпро чи область,0
23/11/2024 08:22,Працюю full-time,1000.0,Junior,SE,Software Engineer / Software Developer,Mobile розробка,Dart,Сервісна (аутсорсингова),1.5,5,В Україні,Київ чи область,0
23/11/2024 08:42,Працюю full-time,5500.0,Senior,Project Mgmt,Project Manager,,,Продуктова,10.0,4,В Україні,Київ чи область,0
23/11/2024 08:47,Працюю full-time,1850.0,Lead/Team Lead,Security,Information security specialist,,Python,Продуктова,15.0,3,В Україні,Київ чи область,0
23/11/2024 08:48,Втратив(-ла) роботу і шукаю нову,1429.0,Senior,Marketing,Product Marketing Manager,,,Продуктова,3.0,5,В Україні,Вінниця чи область,0
23/11/2024 08:49,Працюю full-time,2250.0,Middle,SE,Software Engineer / Software Developer,Front-end  розробка,TypeScript,Сервісна (аутсорсингова),3.0,5,В Україні,Київ чи область,0
23/11/2024 08:54,Працюю full-time,1400.0,Middle,DevOps,DevOps Engineer,,Other,Сервісна (аутсорсингова),3.0,4,В Україні,Київ чи область,0
23/11/2024 08:55,Працюю full-time,2800.0,Middle,QA,Automation QA / AQA,,C# / .NET,Аутстафінгова,3.0,5,В Україні,Львів чи область,0
23/11/2024 08:55,Працюю full-time,12000.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Java,Сервісна (аутсорсингова),1.0,5,"За кордоном, але планую повернутися",,0
23/11/2024 09:04,Працюю full-time,3500.0,Middle,Product Mgmt,Product Manager,,,Сервісна (аутсорсингова),3.0,6,В Україні,Харків чи область,0
23/11/2024 09:06,Працюю full-time,5400.0,Senior,SE,Software Engineer / Software Developer,Full Stack розробка,TypeScript,Продуктова,8.0,4,В Україні,Тернопіль чи область,0
23/11/2024 09:06,Працюю full-time,1473.0,Senior,SysAdmin,SysAdmin,,,Продуктова,9.0,4,В Україні,Київ чи область,0
23/11/2024 09:09,Працюю full-time,1900.0,Middle,QA,Manual QA,,,Сервісна (аутсорсингова),3.0,5,В Україні,Івано-Франківськ чи область,0
23/11/2024 09:18,Працюю full-time,4500.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,C# / .NET,Аутстафінгова,10.0,5,"За кордоном, не планую повертатися",,0
23/11/2024 09:19,Працюю full-time,4300.0,Senior,Analyst,BA (Business Analyst),,,Продуктова,2.0,6,В Україні,Київ чи область,0
23/11/2024 09:31,Працюю full-time,4500.0,Lead/Team Lead,SE,Software Engineer / Software Developer,Back-end  розробка,PHP,Продуктова,8.0,4,В Україні,Луцьк чи Волинська область,0
23/11/2024 10:08,Працюю full-time,4500.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Python,Аутстафінгова,4.0,5,В Україні,Київ чи область,0
23/11/2024 10:18,Працюю full-time,4800.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Java,Сервісна (аутсорсингова),5.0,5,В Україні,Київ чи область,0
23/11/2024 10:20,Працюю full-time,4100.0,Middle,DevOps,DevOps Engineer,,C# / .NET,Продуктова,3.0,5,В Україні,Київ чи область,0
23/11/2024 10:21,Працюю full-time,6000.0,Senior,DS,Data Engineer / Big Data Engineer,,Python,Продуктова,5.0,6,В Україні,Харків чи область,0
23/11/2024 10:51,Працюю full-time,4700.0,Senior,Project Mgmt,Delivery Manager,,,Сервісна (аутсорсингова),15.0,6,В Україні,Львів чи область,0
23/11/2024 11:32,Працюю full-time,3000.0,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,PHP,Продуктова,3.0,5,В Україні,Хмельницький чи область,0
23/11/2024 11:55,Працюю full-time,3700.0,Middle,SE,Software Engineer / Software Developer,Front-end  розробка,TypeScript,Сервісна (аутсорсингова),7.0,3,В Україні,Київ чи область,0
23/11/2024 12:41,Працюю full-time,2800.0,Немає тайтлу,Sales,Business Development Manager,,,Продуктова,4.0,6,В Україні,Київ чи область,0
23/11/2024 12:53,Працюю full-time,5285.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,C# / .NET,Сервісна (аутсорсингова),11.0,4,В Україні,Львів чи область,0
23/11/2024 13:23,Працюю part-time,600.0,Middle,SE,Software Engineer / Software Developer,Full Stack розробка,PHP,Фриланс,4.0,3,В Україні,Київ чи область,0
23/11/2024 14:07,Працюю full-time,600.0,Немає тайтлу,Support,Customer Support,,,Продуктова,1.5,5,В Україні,Київ чи область,0
23/11/2024 14:24,Працюю full-time,5800.0,CEO / C-level (Chief) / Director / VP,Other mgmt,Operations Director,,,Продуктова,3.0,5,В Україні,Одеса чи область,0
23/11/2024 14:25,Працюю full-time,1563.0,Middle,"UI/UX, Product Design",UI/UX Designer,,,Продуктова,2.0,3,"За кордоном, але планую повернутися",,0
23/11/2024 15:14,Працюю full-time,6000.0,Tech Lead,SE,Software Engineer / Software Developer,Back-end  розробка,PHP,Сервісна (аутсорсингова),13.0,4,В Україні,Хмельницький чи область,0
23/11/2024 15:17,Працюю full-time,4200.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Python,Аутстафінгова,2.0,6,В Україні,Київ чи область,0
23/11/2024 15:27,Працюю full-time,4300.0,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,Java,Аутстафінгова,7.0,4,В Україні,Дніпро чи область,0
23/11/2024 17:13,Працюю full-time,3500.0,Middle,DevOps,DevOps Engineer,,TypeScript,Сервісна (аутсорсингова),3.0,5,"За кордоном, не планую повертатися",,0
23/11/2024 17:16,Працюю full-time,3500.0,Senior,Product Mgmt,Product Owner (у продакт менеджменті),,,Сервісна (аутсорсингова),3.0,5,В Україні,Київ чи область,0
23/11/2024 17:22,Працюю full-time,3500.0,Principal,Project Mgmt,Project Manager,,,Продуктова,5.0,3,В Україні,Київ чи область,0
23/11/2024 18:46,Працюю full-time,2709.0,Middle,Analyst,Product Analyst,,Python,Продуктова,3.0,5,В Україні,Київ чи область,0
23/11/2024 19:21,Працюю full-time,5700.0,Senior,SE,Software Engineer / Software Developer,Mobile розробка,Swift,Продуктова,7.0,6,В Україні,Харків чи область,0
23/11/2024 19:46,Працюю full-time,3700.0,Senior,QA,Automation QA / AQA,,TypeScript,Продуктова,8.0,4,В Україні,Київ чи область,0
23/11/2024 19:59,Працюю full-time,5375.0,Lead/Team Lead,SE,Software Engineer / Software Developer,Back-end  розробка,Java,Продуктова,15.0,4,"За кордоном, але планую повернутися",,0
23/11/2024 20:20,Працюю full-time,1000.0,Junior,SE,Software Engineer / Software Developer,Front-end  розробка,JavaScript,Стартап,1.5,3,В Україні,Донецька чи Луганська область,0
23/11/2024 21:23,Працюю full-time,470.0,Junior,SE,Software Engineer / Software Developer,Front-end  розробка,TypeScript,Сервісна (аутсорсингова),2.0,4,В Україні,Одеса чи область,0
23/11/2024 21:27,Працюю full-time,7000.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Go,Продуктова,10.0,5,"За кордоном, не планую повертатися",,0
23/11/2024 21:37,Працюю full-time,2400.0,Lead/Team Lead,HR,Learning and Development / Training and Development,,,Сервісна (аутсорсингова),5.0,6,В Україні,Київ чи область,0
23/11/2024 21:58,Працюю full-time,4300.0,Middle,SE,Software Engineer / Software Developer,Front-end  розробка,TypeScript,Продуктова,4.0,5,В Україні,Хмельницький чи область,0
